Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category
2023/07/01,Sat,India,Masala Wedges (M),114.29,1.39,Sides & Dips
2023/07/01,Sat,India,Masala Wedges (L),130.48,1.59,Sides & Dips
2023/07/01,Sat,India,Chicken Strips (3 Pc),149.52,1.82,Sides & Dips
2023/07/01,Sat,India,Chicken Strips (2 Pc),100.0,1.22,Sides & Dips
2023/07/01,Sat,India,Chicken McNuggets 4 PC,93.33,1.14,Sides & Dips
2023/07/01,Sat,India,Chilli Sauce Sachet,1.9,0.02,Sides & Dips
2023/07/01,Sat,India,Barbeque Sauce,19.03,0.23,Sides & Dips
2023/07/01,Sat,India,Piri Piri Spice Mix,23.79,0.29,Sides & Dips
2023/07/01,Sat,India,Veg Pizza McPuff,56.19,0.68,Sides & Dips
2023/07/01,Sat,India,Tomato Ketchup Sachet,0.95,0.01,Sides & Dips
2023/07/01,Sat,India,Loaded Masala Wedges,140.0,1.7,Sides & Dips
2023/07/01,Sat,India,Brownie Hot Fudge (M),138.0,1.68,Desserts
2023/07/01,Sat,India,Mcflurry Oreo Small,91.0,1.11,Desserts
2023/07/01,Sat,India,Soft Serve Hot Fudge (M),101.0,1.23,Desserts
2023/07/01,Sat,India,Soft Serve Strawberry (M),101.0,1.23,Desserts
2023/07/01,Sat,India,Black Forest McFlurry Medium,115.0,1.4,Desserts
2023/07/01,Sat,India,McFlurry Oreo Medium,129.0,1.57,Desserts
2023/07/01,Sat,India,Berry Lemonade Splash Regular,132.38,1.61,Shakes and Coolers
2023/07/01,Sat,India,Sweet Lime Cooler,131.43,1.6,Shakes and Coolers
2023/07/01,Sat,India,American Mud Pie,195.24,2.38,Shakes and Coolers
2023/07/01,Sat,India,Lemon Chiller,180.0,2.19,Shakes and Coolers
2023/07/01,Sat,India,Chocolate Shake,175.24,2.13,Shakes and Coolers
2023/07/01,Sat,India,Strawberry Shake,175.24,2.13,Shakes and Coolers
2023/07/01,Sat,India,Strawberry Chiller,180.0,2.19,Shakes and Coolers
2023/07/01,Sat,India,Mixed Berry Smoothie,210.48,2.56,Shakes and Coolers
2023/07/01,Sat,India,Green Apple Chiller,180.0,2.19,Shakes and Coolers
2023/07/01,Sat,India,McCafe-Chocolate Frappe,278.1,3.38,Shakes and Coolers
2023/07/01,Sat,India,Mango Smoothie,210.48,2.56,Shakes and Coolers
2023/07/01,Sat,India,McCafe-Mocha Frappe,278.1,3.38,Shakes and Coolers
2023/07/01,Sat,India,Chocolate Express Cake,200.0,2.43,Muffins and More
2023/07/01,Sat,India,Chocolate Chip Muffin,139.0,1.69,Muffins and More
2023/07/01,Sat,India,Blueberry Cheese Cake,229.0,2.79,Muffins and More
2023/07/01,Sat,India,Vanilla Chocolate Muffin,129.0,1.57,Muffins and More
2023/07/01,Sat,India,Birthday Party Package - McVeggie,2143.82,26.08,Happy Meals
2023/07/01,Sat,India,McVeggie Happy Meal,298.1,3.63,Happy Meals
2023/07/01,Sat,India,McChicken Happy Meal,319.05,3.88,Happy Meals
2023/07/01,Sat,India,McAloo Tikki Happy Meal,206.67,2.51,Happy Meals
2023/07/01,Sat,India,McEgg Happy Meal,231.43,2.82,Happy Meals
2023/07/01,Sat,India,Birthday Party Package - McChicken,2143.82,26.08,Happy Meals
